1,56,35
2,293,115
3,199,161
4,282,12
5,98,258
6,188,168
7,212,118
8,77,216
9,245,177
10,134,65
11,246,113
12,185,235
13,254,230
14,65,32
15,298,133
16,122,176
17,82,190
18,221,12
19,109,130
20,91,234
21,123,161
22,168,188
23,34,206
24,106,145
25,109,130
26,245,270
27,139,153
28,35,40
29,221,12
30,216,77
31,188,95
32,190,295
33,145,277
34,98,104
35,190,106
36,38,221
37,89,46
38,18,64
39,241,186
40,105,36
41,246,39
42,268,100
43,252,25
44,116,281
45,252,25
46,219,49
47,197,90
48,80,145
49,46,89
50,63,110
51,163,187
52,109,130
53,280,93
54,35,117
55,24,256
56,141,70
57,69,142
58,121,187
59,73,58
60,99,119
61,130,109
62,143,18
63,134,13
64,12,282
65,21,63
66,166,171
67,166,171
68,206,111
69,65,196
70,214,1
71,146,273
72,277,54
73,154,71
74,21,237
75,26,160
76,134,13
77,169,249
78,162,42
79,130,109
80,74,86
81,254,250
82,115,230
83,130,109
84,177,187
85,134,65
86,221,12
87,211,171
88,196,279
89,109,130
90,130,109
91,270,202
92,166,91
93,109,130
94,160,26
95,264,182
96,41,116
97,130,109
98,264,89
99,249,176
100,38,21
101,135,237
102,134,13
103,130,109
104,5,278
105,96,186
106,130,109
107,109,130
108,41,178
109,104,170
110,25,252
111,79,284
112,130,109
113,245,270
114,174,300
115,130,109
116,153,57
117,192,146
118,41,167
119,264,80
120,130,109
121,100,268
122,220,201
123,152,288
124,185,49
125,123,161
126,130,109
127,236,147
128,188,168
129,154,71
130,109,130
131,85,29
132,128,198
133,185,50
134,25,252
135,277,187
136,275,52
137,238,52
138,259,173
139,294,124
140,130,109
141,12,221
142,75,27
143,130,129
144,144,288
145,109,130
146,109,130
147,253,274
148,62,268
149,130,109
150,278,215
151,287,286
152,177,53
153,73,277
154,188,168
155,158,139
156,106,145
157,136,135
158,189,182
159,232,235
160,138,86
161,12,282
162,167,41
163,63,110
164,214,1
165,127,275
166,136,135
167,86,74
168,252,25
169,130,109
170,103,37
171,109,130
172,124,214
173,43,10
174,87,201
175,130,109
176,207,151
177,284,146
178,254,230
179,159,53
180,126,135
181,154,150
182,214,1
183,109,130
184,50,20
185,70,141
186,241,89
187,116,3
188,204,11
189,152,298
190,209,37
191,123,199
192,166,171
193,292,169
194,260,41
195,130,109
196,25,252
197,100,20
198,152,234
199,239,37
200,257,236
201,145,106
202,134,34
203,76,23
204,97,60
205,232,48
206,199,187
207,134,13
208,232,119
209,109,130
210,202,228
211,138,133
212,106,145
213,283,154
214,51,138
215,205,87
216,130,109
217,109,130
218,199,187
219,46,89
220,268,82
221,46,285
222,100,69
223,18,198
224,123,161
225,12,221
226,109,130
227,208,126
228,45,298
229,197,167
230,93,126
231,169,292
232,161,123
233,296,236
234,11,298
235,188,213
236,169,268
237,74,227
238,246,39
239,155,209
240,269,129
241,82,190
242,164,261
243,9,199
244,86,138
245,130,109
246,187,51
247,270,52
248,130,109
249,166,171
250,282,89
251,179,137
252,220,36
253,241,92
254,44,179
255,55,179
256,292,60
257,130,109
258,161,123
259,185,29
260,253,274
261,63,21
262,83,37
263,56,156
264,25,252
265,26,160
266,11,262
267,130,109
268,212,247
269,238,44
270,282,12
271,206,3
272,261,28
273,74,86
274,73,58
275,75,65
276,254,230
277,73,58
278,95,44
279,109,150
280,167,41
281,113,238
282,282,12
283,134,267
284,264,281
285,232,174
286,214,1
287,168,188
288,156,56
289,3,253
290,194,131
291,209,84
292,138,78
293,275,175
294,254,230
295,255,94
296,26,160
297,109,130
298,23,269
299,161,123
300,75,147
301,23,124
302,139,247
303,109,130
304,109,130
305,54,38
306,156,56
307,217,258
308,109,130
309,87,225
310,84,127
311,1,286
312,194,144
313,130,109
314,101,60
315,81,286
316,106,145
317,171,140
318,130,109
319,282,12
320,172,9
321,226,273
322,12,221
323,12,221
324,282,12
325,141,70
326,280,118
327,119,244
328,109,130
329,219,49
330,130,109
331,218,265
332,174,237
333,25,9
334,116,222
335,142,85
336,180,246
337,123,161
338,264,89
339,130,109
340,222,163
341,252,25
342,189,182
343,236,196
344,188,51
345,49,219
346,130,109
347,283,80
348,286,287
349,190,243
350,243,176
351,211,101
352,161,123
353,275,134
354,110,278
355,173,221
356,130,109
357,278,216
358,205,59
359,263,208
360,128,212
361,70,141
362,12,215
363,173,146
364,251,237
365,127,192
366,221,12
367,58,73
368,109,130
369,93,142
370,130,109
371,286,287
372,151,145
373,188,168
374,144,194
375,240,199
376,269,129
377,5,294
378,127,192
379,252,25
380,285,106
381,294,24
382,295,198
383,73,174
384,206,231
385,109,130
386,160,115
387,200,257
388,252,25
389,1,225
390,109,130
391,282,12
392,160,138
393,58,73
394,190,106
395,34,14
396,216,135
397,39,89
398,68,149
399,185,138
400,188,290
401,180,246
402,130,109
403,109,130
404,252,234
405,162,217
406,282,12
407,255,94
408,222,15
409,130,109
410,8,106
411,207,38
412,215,173
413,160,99
414,106,82
415,198,259
416,286,287
417,178,109
418,287,20
419,130,109
420,173,139
421,129,150
422,25,252
423,178,179
424,230,254
425,130,109
426,130,109
427,130,109
428,214,1
429,253,103
430,166,235
431,259,184
432,260,51
433,168,216
434,130,109
435,130,109
436,138,137
437,14,299
438,130,109
439,100,230
440,52,173
441,123,161
442,130,109
443,107,261
444,159,207
445,189,60
446,161,123
447,103,255
448,26,160
449,252,25
450,130,109
451,109,130
452,261,142
453,167,47
454,213,152
455,26,160
456,168,188
457,196,264
458,192,137
459,290,188
460,63,62
461,38,207
462,115,179
463,188,290
464,122,162
465,112,58
466,130,109
467,145,106
468,122,26
469,131,75
470,282,12
471,17,65
472,73,58
473,180,246
474,163,160
475,202,117
476,123,161
477,84,183
478,229,70
479,141,70
480,112,189
481,130,109
482,68,156
483,226,59
484,58,73
485,267,134
486,71,273
487,164,83
488,167,41
489,140,241
490,252,63
491,70,141
492,294,221
493,248,159
494,59,69
495,58,112
496,168,188
497,12,282
498,283,117
499,168,188
500,135,136
501,33,220
502,166,171
503,126,116
504,27,172
505,25,252
506,168,53
507,189,182
508,252,25
509,47,18
510,200,227
511,48,292
512,15,201
513,252,25
514,3,262
515,26,160
516,134,13
517,53,238
518,134,13
519,109,130
520,247,265
521,198,18
522,124,45
523,252,250
524,118,144
525,213,188
526,82,129
527,214,1
528,109,130
529,254,244
530,156,228
531,156,228
532,109,130
533,130,109
534,123,56
535,210,112
536,188,168
537,191,245
538,31,182
539,199,187
540,60,188
541,243,171
542,12,282
543,230,146
544,186,105
545,116,147
546,78,51
547,73,58
548,1,214
549,290,188
550,224,239
551,282,104
552,33,267
553,267,230
554,287,286
555,94,172
556,171,292
557,29,249
558,12,282
559,33,111
560,12,282
561,109,130
562,252,25
563,252,25
564,188,168
565,13,134
566,291,23
567,112,154
568,37,103
569,25,252
570,171,166
571,189,164
572,115,254
573,47,290
574,109,130
575,12,282
576,269,163
577,246,35
578,256,150
579,78,251
580,122,265
581,206,256
582,246,39
