1,1006,52
2,911,773
3,714,619
4,406,60
5,158,516
6,975,634
7,810,685
8,332,579
9,514,489
10,127,10
11,965,41
12,258,304
13,373,143
14,423,325
15,810,685
16,855,626
17,632,352
18,321,459
19,862,311
20,818,64
21,818,64
22,244,848
23,947,818
24,808,632
25,791,272
26,29,921
27,1006,52
28,965,41
29,286,894
30,187,134
31,791,272
32,551,328
33,81,117
34,205,743
35,684,406
36,222,428
37,92,950
38,617,587
39,1006,52
40,741,61
41,151,680
42,785,278
43,791,272
44,567,858
45,968,480
46,981,563
47,818,64
48,40,632
49,637,376
50,791,272
51,743,652
52,424,606
53,302,850
54,722,806
55,615,949
56,302,850
57,401,938
58,299,330
59,497,164
60,127,199
61,1006,52
62,965,41
63,329,133
64,727,569
65,571,832
66,863,757
67,737,730
68,968,480
69,180,44
70,818,64
71,323,146
72,86,117
73,911,413
74,201,647
75,637,687
76,460,779
77,630,186
78,408,576
79,541,1021
80,470,313
81,104,22
82,691,587
83,382,187
84,841,913
85,586,584
86,791,272
87,254,741
88,860,975
89,375,706
90,791,272
91,44,846
92,329,537
93,308,745
94,918,518
95,365,813
96,863,25
97,722,190
98,373,960
99,45,823
100,810,685
101,280,909
102,791,272
103,791,272
104,704,789
105,186,98
106,933,307
107,202,240
108,646,114
109,649,864
110,991,301
111,419,511
112,532,645
113,608,511
114,391,475
115,52,416
116,810,685
117,441,378
118,916,355
119,393,731
120,791,272
121,497,164
122,186,98
123,947,280
124,930,625
125,791,272
126,962,801
127,540,905
128,200,67
129,720,578
130,180,745
131,191,560
132,608,511
133,498,746
134,330,936
135,566,372
136,794,223
137,160,358
138,810,685
139,810,685
140,968,480
141,340,627
142,333,104
143,791,272
144,423,325
145,565,237
146,408,139
147,159,221
148,84,132
149,541,766
150,810,685
151,497,164
152,756,308
153,965,41
154,825,700
155,150,729
156,743,652
157,782,155
158,911,853
159,500,599
160,974,111
161,558,98
162,839,896
163,187,679
164,158,516
165,532,645
166,726,998
167,12,553
168,185,492
169,708,398
170,410,631
171,969,649
172,168,608
173,927,745
174,791,272
175,968,480
176,757,965
177,146,26
178,123,206
179,791,272
180,958,397
181,228,857
182,548,627
183,963,150
184,791,272
185,188,306
186,200,67
187,593,326
188,150,729
189,1006,52
190,318,279
191,52,416
192,200,962
193,24,255
194,460,95
195,810,685
196,779,310
197,423,914
198,810,685
199,458,817
200,969,633
201,810,685
202,481,212
203,566,372
204,518,717
205,492,19
206,202,401
207,1006,52
208,308,137
209,829,312
210,345,950
211,406,60
212,342,48
213,1000,341
214,927,554
215,802,411
216,290,758
217,171,800
218,934,208
219,846,751
220,631,414
221,290,758
222,791,272
223,785,125
224,593,423
225,20,800
226,915,991
227,826,51
228,948,441
229,240,584
230,334,963
231,949,655
232,820,930
233,968,480
234,4,353
235,1006,52
236,582,268
237,566,372
238,965,41
239,1006,52
240,468,700
241,720,578
242,840,1005
243,810,685
244,1006,238
245,1006,52
246,368,92
247,810,685
248,745,561
249,385,365
250,797,735
251,63,873
252,1006,52
253,68,918
254,504,619
255,16,10
256,202,287
257,655,779
258,52,416
259,497,164
260,361,994
261,733,517
262,279,664
263,139,359
264,162,641
265,651,791
266,172,183
267,810,685
268,424,606
269,544,652
270,1006,52
271,781,929
272,575,562
273,404,291
274,362,403
275,968,480
276,995,787
277,949,567
278,965,41
279,609,809
280,694,891
281,132,379
282,4,750
283,810,685
284,688,707
285,424,326
286,990,672
287,897,360
288,324,122
289,7,838
290,332,669
291,991,301
292,724,978
293,912,467
294,954,386
295,809,11
296,245,161
297,123,258
298,965,41
299,791,272
300,543,360
301,918,850
302,758,984
303,213,899
304,387,242
305,619,761
306,791,272
307,460,666
308,302,850
309,791,272
310,566,372
311,849,616
312,840,1005
313,209,767
314,52,416
315,899,901
316,5,526
317,296,447
318,331,747
319,172,953
320,595,524
321,919,82
322,997,125
323,694,297
324,791,272
325,743,191
326,286,1002
327,114,653
328,186,98
329,731,225
330,661,210
331,743,652
332,968,480
333,962,801
334,404,291
335,551,135
336,996,6
337,201,1002
338,165,455
339,791,272
340,123,612
341,220,590
342,810,685
343,999,237
344,146,26
345,791,272
346,902,293
347,652,732
348,208,213
349,810,685
350,882,411
351,140,468
352,566,372
353,391,188
354,1006,136
355,720,578
356,1003,212
357,54,138
358,717,276
359,599,616
360,441,378
361,508,237
362,22,900
363,672,247
364,386,719
365,268,634
366,913,601
367,720,578
368,325,626
369,566,641
370,104,22
371,341,880
372,561,346
373,486,473
374,890,319
375,566,372
376,495,689
377,346,582
378,162,641
379,652,963
380,469,1017
381,84,604
382,816,915
383,210,523
384,824,138
385,818,64
386,238,764
387,336,985
388,37,156
389,823,414
390,958,397
